,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population
292,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
293,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
294,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,15-24 years,0.0,15.0,0.0,0.0,0.0,0.0,,4921408.0
296,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,25-34 years,0.0,35.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
298,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,35-44 years,0.0,69.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
300,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,45-54 years,15.0,142.0,0.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
302,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,55-64 years,31.0,284.0,30.0,0.0,0.0,53.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
303,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,65-74 years,55.0,456.0,41.0,19.0,0.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921408.0
304,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,75-84 years,46.0,628.0,55.0,20.0,0.0,81.0,,4921408.0
305,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Alabama,Female,85 years and over,54.0,738.0,41.0,14.0,0.0,81.0,,4921408.0
324,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0,,4921532.0
326,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
327,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
328,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,15-24 years,0.0,44.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
330,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,25-34 years,0.0,85.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
332,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,35-44 years,17.0,126.0,10.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
334,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,45-54 years,26.0,222.0,12.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
336,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,55-64 years,72.0,528.0,50.0,27.0,0.0,95.0,,4921532.0
337,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,65-74 years,114.0,733.0,80.0,41.0,0.0,153.0,,4921532.0
338,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,75-84 years,127.0,698.0,66.0,42.0,0.0,151.0,,4921532.0
339,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Male,85 years and over,69.0,472.0,53.0,21.0,0.0,101.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
341,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,Under 1 year,0.0,20.0,0.0,0.0,0.0,0.0,,4921532.0
343,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
344,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
345,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,15-24 years,0.0,18.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
347,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,25-34 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
349,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,35-44 years,0.0,65.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
351,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,45-54 years,19.0,165.0,11.0,0.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
353,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,55-64 years,54.0,342.0,37.0,17.0,0.0,74.0,,4921532.0
354,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,65-74 years,95.0,531.0,60.0,32.0,0.0,123.0,,4921532.0
355,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,75-84 years,98.0,740.0,61.0,26.0,0.0,134.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4921532.0
356,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Alabama,Female,85 years and over,165.0,862.0,70.0,49.0,0.0,186.0,,4921532.0
375,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
377,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
378,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
379,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
381,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,25-34 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
383,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
385,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,45-54 years,0.0,17.0,0.0,0.0,0.0,0.0,,731952.0
387,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,55-64 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
388,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,65-74 years,0.0,48.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
389,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,75-84 years,0.0,44.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
390,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Male,85 years and over,0.0,41.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
392,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
394,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,731952.0
395,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,731952.0
396,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
398,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
400,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
402,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,45-54 years,0.0,11.0,0.0,0.0,0.0,0.0,,731952.0
404,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,55-64 years,0.0,28.0,0.0,0.0,0.0,0.0,,731952.0
405,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,65-74 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
406,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,75-84 years,0.0,40.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
407,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Alaska,Female,85 years and over,0.0,57.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731952.0
426,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
428,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,731726.0
429,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
430,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
432,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0,,731726.0
434,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
436,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,45-54 years,0.0,17.0,0.0,0.0,0.0,0.0,,731726.0
438,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,55-64 years,0.0,34.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
439,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,65-74 years,0.0,48.0,0.0,0.0,0.0,0.0,,731726.0
440,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,75-84 years,0.0,48.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
441,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Male,85 years and over,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
443,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
445,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
446,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,731726.0
447,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
449,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,,731726.0
451,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,35-44 years,0.0,12.0,0.0,0.0,0.0,0.0,,731726.0
453,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,45-54 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
455,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,55-64 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
456,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,65-74 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
457,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,75-84 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
458,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alaska,Female,85 years and over,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731726.0
477,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
479,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
480,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
481,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
483,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
485,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,35-44 years,0.0,11.0,0.0,0.0,0.0,0.0,,731530.0
487,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,45-54 years,0.0,11.0,0.0,0.0,0.0,0.0,,731530.0
489,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,55-64 years,0.0,40.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
490,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,65-74 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
491,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,75-84 years,0.0,52.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
492,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Male,85 years and over,0.0,27.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
494,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
496,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
497,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
498,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
500,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,25-34 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
502,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alaska,Female,35-44 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,731530.0
